Gene_ID,C1,C2,C3,UC1,UC2,UC3
ENSG00000244183,1,2,7,1,1,0
ENSG00000212211,0,0,0,0,0,0
ENSG00000144724,3752,2683,2460,2875,2937,2925
ENSG00000252420,0,0,0,0,0,0
ENSG00000226360,92,69,78,94,71,67
ENSG00000252184,0,0,0,0,0,0
ENSG00000237456,1,0,0,1,0,0
ENSG00000241472,159,98,183,120,149,141
ENSG00000114405,727,465,613,515,579,576
ENSG00000153266,0,0,0,0,0,1
ENSG00000163618,0,0,1,0,2,1
ENSG00000225662,0,0,0,0,0,0
ENSG00000244632,0,0,0,0,0,0
ENSG00000252449,0,0,0,0,0,0
ENSG00000226082,0,1,1,3,2,1
ENSG00000244342,0,0,0,0,0,0
ENSG00000242841,0,0,0,0,0,0
ENSG00000240359,0,0,0,0,0,0
ENSG00000163630,0,0,0,0,0,0
ENSG00000241359,0,0,0,0,1,0
ENSG00000252301,0,0,0,0,0,0
ENSG00000188817,0,0,0,0,1,0
ENSG00000224479,8,6,4,13,10,5
ENSG00000163632,0,0,0,0,0,0
ENSG00000163634,2710,2164,2014,2266,2244,2294
ENSG00000240549,0,0,0,0,0,0
ENSG00000163635,2663,1825,1979,1766,2145,2100
ENSG00000280620,1,1,2,5,4,2
ENSG00000239653,144,93,120,86,115,127
ENSG00000271843,29,17,12,17,21,10
ENSG00000163636,5786,4418,4181,4931,4796,4500
ENSG00000243410,12,5,3,4,7,5
ENSG00000272181,5,5,11,2,5,4
ENSG00000241111,1,0,2,2,1,1
ENSG00000200222,0,0,0,0,0,0
ENSG00000189196,6,3,2,3,8,4
ENSG00000163637,1451,1097,1128,1082,1236,1077
ENSG00000241572,0,0,0,0,0,0
ENSG00000241101,0,0,0,0,0,0
ENSG00000239926,0,0,0,0,0,0
ENSG00000226017,2,1,1,1,1,5
ENSG00000244564,0,0,0,0,0,0
ENSG00000212340,0,0,0,0,0,0
ENSG00000163638,321,244,264,240,257,242
ENSG00000241158,0,0,0,0,0,0
ENSG00000241684,9,7,5,12,8,13
ENSG00000243149,0,0,0,0,0,0
ENSG00000151276,2432,1578,1977,1582,2270,2190
ENSG00000270059,8,4,7,1,9,3
ENSG00000244226,2,3,4,3,4,2
ENSG00000223409,0,0,0,0,0,0
ENSG00000272610,10,16,9,7,17,11
ENSG00000240175,0,0,0,0,0,1
ENSG00000202071,2,0,1,1,0,0
ENSG00000203647,0,1,1,1,1,0
ENSG00000144741,529,388,414,424,433,438
ENSG00000206759,0,0,0,0,0,0
ENSG00000241587,0,0,0,0,0,0
ENSG00000144749,1766,1406,1705,1290,2010,1969
ENSG00000271174,0,0,0,0,0,0
ENSG00000214560,0,0,0,0,0,0
ENSG00000288039,2,3,1,0,0,0
ENSG00000285738,0,0,0,0,0,0
ENSG00000287873,0,0,1,0,0,0
ENSG00000163376,403,306,359,295,329,353
ENSG00000283298,0,0,0,0,0,0
ENSG00000241884,0,0,0,0,0,0
ENSG00000172340,3591,2736,2437,3060,2718,2647
ENSG00000242510,0,0,0,0,0,0
ENSG00000241316,186,172,179,158,162,165
ENSG00000183662,0,0,0,0,0,2
ENSG00000214552,5,3,3,4,4,7
ENSG00000240568,0,0,0,0,0,0
ENSG00000286967,0,0,0,0,0,0
ENSG00000244640,0,0,0,0,0,0
ENSG00000241506,123,97,105,122,91,110
ENSG00000163377,1,1,0,2,0,1
ENSG00000252828,0,0,0,0,0,0
ENSG00000163378,3811,2511,3057,2761,4198,3863
ENSG00000244513,34,24,22,33,36,42
ENSG00000144747,5331,3874,3881,3938,4557,4412
ENSG00000265355,6,1,2,2,4,2
ENSG00000144744,5297,4048,3999,4338,4535,4352
ENSG00000144746,7979,6293,5623,6297,6480,5916
ENSG00000163380,0,0,0,0,0,0
ENSG00000114541,52,27,39,38,37,38
ENSG00000239263,0,1,0,0,0,0
ENSG00000240265,0,0,0,0,0,0
ENSG00000240842,0,0,0,1,0,0
ENSG00000241667,0,0,0,0,0,0
ENSG00000187098,1404,990,937,931,880,847
ENSG00000241665,0,1,0,0,0,1
ENSG00000240405,0,2,1,2,0,1
ENSG00000271034,1,2,0,0,1,0
ENSG00000242728,0,0,0,0,0,0
ENSG00000242120,0,1,0,0,0,0
ENSG00000288679,0,0,0,0,0,0
ENSG00000287669,0,0,0,0,0,0
ENSG00000240156,0,0,0,0,0,0
ENSG00000243873,0,0,0,0,0,0
ENSG00000206939,0,0,0,0,0,0
ENSG00000114861,884,635,744,662,956,901
ENSG00000285708,0,0,0,0,0,0
ENSG00000244203,0,0,0,0,0,0
ENSG00000290077,1,0,1,0,1,0
ENSG00000221264,3,1,3,0,0,2
ENSG00000274387,0,0,0,0,0,0
ENSG00000242094,11,10,10,8,16,16
ENSG00000277855,0,1,1,2,2,2
ENSG00000270562,12,7,18,5,22,21
ENSG00000163412,155,117,152,113,185,166
ENSG00000170837,3,2,1,5,5,8
ENSG00000163421,0,0,0,0,0,0
ENSG00000287131,0,0,0,0,0,0
ENSG00000239250,0,0,0,0,0,0
ENSG00000241163,19,11,11,13,10,14
ENSG00000244130,0,0,0,0,0,0
ENSG00000273461,0,0,0,0,0,0
ENSG00000276471,0,1,0,0,1,0
ENSG00000239350,2,0,0,0,0,0
ENSG00000242609,0,0,0,0,0,0
ENSG00000243083,3,2,1,2,1,3
ENSG00000272774,1,0,0,0,0,0
ENSG00000242618,0,0,0,0,0,0
ENSG00000287882,0,0,0,0,0,1
ENSG00000260670,0,0,0,0,0,0
ENSG00000163602,458,367,355,368,409,424
ENSG00000244345,0,0,0,0,0,0
ENSG00000199469,0,0,0,0,0,0
ENSG00000239568,0,0,0,0,0,0
ENSG00000222838,0,0,0,0,0,0
ENSG00000287595,1,0,0,0,0,1
ENSG00000144736,1898,1412,1346,1469,1668,1490
ENSG00000241537,0,0,0,0,0,0
ENSG00000240135,2,1,2,0,2,1
ENSG00000271266,1,0,0,2,1,3
ENSG00000172986,727,552,600,526,871,853
ENSG00000276890,0,0,0,0,0,0
ENSG00000242960,19,13,20,16,27,23
ENSG00000163605,7912,5835,5833,5955,6710,6337
ENSG00000238959,2,0,0,0,0,0
ENSG00000255423,215,155,157,138,188,194
ENSG00000252651,0,0,0,0,0,0
ENSG00000223247,0,0,0,0,0,0
ENSG00000182921,1,0,1,0,0,0
ENSG00000252937,0,0,0,0,0,0
ENSG00000121440,801,553,540,681,782,777
ENSG00000239119,0,0,0,0,0,0
ENSG00000239677,0,0,0,0,0,0
ENSG00000278934,12,7,11,14,11,21
ENSG00000242364,0,0,0,0,0,0
ENSG00000242741,0,0,0,0,0,0
ENSG00000278554,0,0,0,0,0,0
ENSG00000239454,0,0,0,0,0,0
ENSG00000223738,0,0,0,0,0,0
ENSG00000213452,0,2,0,2,0,4
ENSG00000113805,540,347,400,443,581,509
ENSG00000241022,0,0,0,0,0,0
ENSG00000242638,0,0,0,0,0,0
ENSG00000266780,0,0,0,0,0,0
ENSG00000287398,0,0,0,0,0,0
ENSG00000213300,85,50,54,62,67,68
ENSG00000228868,1,2,0,0,1,2
ENSG00000243674,0,0,0,1,0,0
ENSG00000291222,0,0,0,0,0,0
ENSG00000179799,0,0,0,0,0,0
ENSG00000230655,0,0,0,0,0,0
ENSG00000244699,0,0,0,0,0,0
ENSG00000240665,0,0,0,0,0,0
ENSG00000242953,0,0,0,0,0,0
ENSG00000291223,0,0,0,0,0,0
ENSG00000238278,0,1,0,0,0,1
ENSG00000244026,0,0,0,0,0,0
ENSG00000272690,14,13,10,10,18,10
ENSG00000239959,0,0,0,0,0,0
ENSG00000243794,0,0,0,0,0,0
ENSG00000290410,0,0,0,0,0,0
ENSG00000244674,0,0,0,0,0,0
ENSG00000272710,1,0,0,2,0,2
ENSG00000239383,0,0,0,0,0,0
ENSG00000244222,0,0,0,0,0,0
ENSG00000172971,0,0,0,0,1,1
ENSG00000243422,15,19,15,16,16,19
ENSG00000282912,0,0,0,0,0,0
ENSG00000282511,0,0,0,0,0,0
ENSG00000283894,0,0,0,0,0,0
ENSG00000241532,0,0,1,0,0,0
ENSG00000241622,0,0,0,0,0,0
ENSG00000172969,1,0,2,1,0,0
ENSG00000236138,0,0,2,5,0,5
ENSG00000242516,25,21,19,13,34,25
ENSG00000227124,349,247,291,221,276,271
ENSG00000266396,0,0,0,0,0,0
ENSG00000185008,28,25,37,17,41,32
ENSG00000222883,0,0,0,0,0,0
ENSG00000240809,9,10,10,15,21,9
ENSG00000288793,0,0,0,0,0,0
ENSG00000199520,0,0,0,0,0,0
ENSG00000213450,0,0,0,0,1,1
ENSG00000287567,0,0,0,0,0,0
ENSG00000206891,0,0,0,0,0,0
ENSG00000244461,0,0,0,0,0,0
ENSG00000240573,0,0,0,0,0,0
ENSG00000243957,0,0,0,0,0,0
ENSG00000222574,0,0,0,0,0,0
ENSG00000240241,0,0,0,0,0,1
ENSG00000239226,0,0,0,0,0,0
ENSG00000169855,5204,3798,3403,3972,3924,3839
ENSG00000240752,0,0,0,0,0,0
ENSG00000240964,3,1,1,1,1,6
ENSG00000288105,0,0,0,0,0,1
ENSG00000265193,0,0,0,0,0,0
ENSG00000243877,1,0,0,0,0,0
ENSG00000271389,0,0,0,0,0,0
ENSG00000239699,0,0,0,0,0,0
ENSG00000242586,0,0,0,0,0,0
ENSG00000286329,0,0,0,0,1,0
ENSG00000242828,0,0,0,0,0,0
ENSG00000242781,0,0,0,0,0,0
ENSG00000243694,0,0,1,0,0,0
ENSG00000242145,0,0,0,0,0,0
ENSG00000241593,1,6,4,3,4,2
ENSG00000287053,2,0,0,1,2,1
ENSG00000244281,0,0,0,0,1,2
ENSG00000114480,6161,4602,5265,4881,6372,6110
ENSG00000222389,1,0,0,0,0,0
ENSG00000241319,0,1,2,0,0,2
ENSG00000240404,0,0,0,0,0,0
ENSG00000242190,0,0,0,0,0,0
ENSG00000242009,0,0,0,0,0,0
ENSG00000239440,0,0,0,0,0,0
ENSG00000241367,0,0,0,0,0,0
ENSG00000241095,5,5,6,5,13,10
ENSG00000288004,0,0,0,0,0,0
ENSG00000286567,0,2,0,0,0,0
ENSG00000242195,0,0,0,0,0,0
ENSG00000287158,0,0,0,0,0,1
ENSG00000242641,2,0,0,0,0,0
ENSG00000241776,0,0,0,0,0,0
ENSG00000242339,0,0,0,0,0,0
ENSG00000287273,0,0,0,0,0,0
ENSG00000175161,18,14,12,9,21,11
ENSG00000264084,0,0,0,0,0,0
ENSG00000241648,0,0,0,0,0,0
ENSG00000239519,0,0,0,0,0,0
ENSG00000243915,1,1,1,1,2,1
ENSG00000201410,0,0,0,0,0,0
ENSG00000251773,0,0,0,0,0,0
ENSG00000239767,0,0,0,0,0,0
ENSG00000222934,0,0,0,0,0,0
ENSG00000241328,0,0,0,0,0,0
ENSG00000277746,0,0,0,0,0,0
ENSG00000206538,8006,5219,6095,5703,7191,6619
ENSG00000241293,3,3,5,2,1,2
ENSG00000281392,53,47,51,43,63,46
ENSG00000264119,0,0,0,0,0,0
ENSG00000083937,2929,2179,2363,2270,2728,2539
ENSG00000064835,0,0,1,0,0,0
ENSG00000239829,0,0,0,0,0,0
ENSG00000240902,0,0,0,0,0,0
ENSG00000240255,0,0,0,0,0,0
ENSG00000239572,1,0,0,0,1,0
ENSG00000200703,0,0,0,0,0,0
ENSG00000179097,1,0,1,1,0,0
ENSG00000221059,0,0,0,0,0,0
ENSG00000288780,0,0,0,0,0,0
ENSG00000163320,8087,5707,5989,6206,7404,6886
ENSG00000288654,0,0,0,0,0,0
ENSG00000175105,1743,1151,1141,1133,1281,1293
ENSG00000241535,0,1,1,1,6,1
ENSG00000179021,2109,1597,1568,1625,1787,1801
ENSG00000242159,5,1,0,3,1,4
ENSG00000283434,0,0,0,0,0,0
ENSG00000207316,0,0,0,0,0,0
ENSG00000242365,0,0,0,0,0,0
ENSG00000242705,0,0,1,0,5,2
ENSG00000241861,0,0,0,0,0,0
ENSG00000044524,1832,1386,1032,1345,1240,1181
ENSG00000285780,1,0,0,0,0,0
ENSG00000240951,0,0,0,0,0,0
ENSG00000240309,0,0,0,0,0,0
ENSG00000212598,0,0,0,0,0,0
ENSG00000222490,0,0,0,0,0,0
ENSG00000189002,3,2,1,2,3,2
ENSG00000271024,0,0,0,0,0,0
ENSG00000283367,0,0,0,0,0,0
ENSG00000283544,3,0,1,0,1,1
ENSG00000251727,0,0,0,0,0,0
ENSG00000184500,5646,3699,4428,4204,5934,5725
ENSG00000201339,0,0,0,0,0,0
ENSG00000200366,0,0,0,0,0,0
ENSG00000169379,2108,1480,1816,1564,2107,2059
ENSG00000239614,0,0,0,2,0,0
ENSG00000178750,0,1,0,0,1,1
ENSG00000178700,493,479,447,388,469,471
ENSG00000178694,1046,786,788,790,878,851
ENSG00000242457,14,9,6,14,4,9
ENSG00000178660,4,2,2,4,6,5
ENSG00000242911,0,0,0,0,0,0
ENSG00000234629,0,0,0,0,0,0
ENSG00000239589,0,0,0,0,0,0
ENSG00000244048,0,0,1,1,4,5
ENSG00000244681,0,0,1,1,0,0
ENSG00000286516,0,0,0,0,0,0
ENSG00000271671,0,0,0,0,0,0
ENSG00000243547,109,68,88,85,117,91
ENSG00000278103,0,0,0,0,0,0
ENSG00000241815,0,0,0,0,1,0
ENSG00000199286,0,0,0,0,0,0
ENSG00000218754,0,0,0,0,1,0
ENSG00000241018,0,0,0,0,0,0
ENSG00000176243,0,0,1,1,0,0
ENSG00000286447,1,4,2,0,2,0
ENSG00000080224,51,46,51,52,56,45
ENSG00000251172,0,0,0,0,0,0
ENSG00000261292,0,0,0,0,0,0
ENSG00000113966,674,492,545,555,595,511
ENSG00000282527,2,1,1,0,1,0
ENSG00000080200,2665,2149,2135,1825,2317,2194
ENSG00000279658,0,0,0,0,0,0
ENSG00000170854,1673,1354,1487,1477,1683,1500
ENSG00000285614,0,1,0,2,0,0
ENSG00000183185,0,0,0,0,0,0
ENSG00000250750,0,0,0,0,0,0
ENSG00000213439,0,0,0,0,0,0
ENSG00000196578,0,0,0,0,0,0
ENSG00000249225,0,0,0,0,0,0
ENSG00000290819,0,0,0,0,0,0
ENSG00000251090,0,0,0,0,0,0
ENSG00000248365,0,0,0,0,0,0
ENSG00000231192,0,0,0,0,0,0
ENSG00000236032,0,0,0,0,0,0
ENSG00000233412,0,0,0,0,0,0
ENSG00000289078,0,0,0,0,0,0
ENSG00000249321,0,0,0,0,0,0
ENSG00000249975,0,0,0,0,0,0
ENSG00000248507,0,0,0,0,0,0
ENSG00000251088,0,0,0,0,0,0
ENSG00000187900,0,0,0,0,0,0
ENSG00000289509,0,0,0,0,0,0
ENSG00000230301,0,0,0,0,0,0
ENSG00000197938,0,0,0,0,0,0
ENSG00000232535,0,0,0,0,0,0
ENSG00000196098,0,0,0,0,0,0
ENSG00000206536,0,0,0,0,0,0
ENSG00000244653,0,0,0,0,0,0
ENSG00000232382,0,0,0,0,0,0
ENSG00000231861,0,0,0,0,0,0
ENSG00000080822,3247,2376,2628,2691,3159,2901
ENSG00000285635,0,0,0,0,0,0
ENSG00000248839,2,0,0,0,1,1
ENSG00000250562,0,0,0,0,0,0
ENSG00000154165,0,0,0,0,0,0
ENSG00000286602,6,10,7,3,6,9
ENSG00000080819,1568,1186,1077,1222,1195,1156
ENSG00000240827,0,0,0,0,0,0
ENSG00000244153,1,1,0,2,3,1
ENSG00000239445,97,59,86,68,104,95
ENSG00000064225,325,226,256,261,333,299
ENSG00000249274,12,12,8,8,10,2
ENSG00000057019,68999,51933,42288,54718,47170,45263
ENSG00000206712,98,59,62,49,61,66
ENSG00000239462,48,38,40,34,22,26
ENSG00000207331,12,11,11,8,11,5
ENSG00000240476,399,367,204,421,208,234
ENSG00000275108,3,1,0,1,3,0
ENSG00000241305,2,0,0,0,0,0
ENSG00000240572,0,0,0,0,0,0
ENSG00000243296,0,0,0,0,0,0
ENSG00000243089,13,7,28,5,22,11
ENSG00000244464,0,0,0,0,0,0
ENSG00000144810,23853,14406,21423,16455,29468,26528
ENSG00000273374,12,5,6,6,7,2
ENSG00000184220,2604,2156,2117,2243,2410,2204
ENSG00000168386,950,562,763,635,963,1030
ENSG00000264897,0,0,0,0,0,0
ENSG00000287378,14,7,6,8,7,8
ENSG00000235156,0,2,0,0,0,0
ENSG00000277000,0,1,0,0,1,1
ENSG00000243974,0,1,3,2,1,0
ENSG00000036054,4269,3145,3191,3385,3675,3515
ENSG00000114021,1901,1517,1628,1613,1795,1767
ENSG00000154174,5872,4358,4223,4823,4614,4510
ENSG00000206535,170,153,130,135,139,142
ENSG00000181458,438,309,520,303,708,618
ENSG00000144820,0,0,0,0,0,2
ENSG00000252989,0,0,0,0,0,0
ENSG00000243495,1,0,0,0,0,1
ENSG00000114354,7902,5892,6394,5838,7288,6777
ENSG00000154175,231,184,144,176,168,153
ENSG00000213431,0,2,0,0,0,0
ENSG00000201642,0,0,0,0,0,0
ENSG00000242573,0,0,0,0,0,0
ENSG00000081148,158,103,127,94,147,135
ENSG00000138468,983,701,784,723,874,822
ENSG00000241738,0,0,0,0,0,0
ENSG00000232830,0,0,0,0,0,0
ENSG00000282978,25,23,33,17,25,33
ENSG00000201554,0,0,0,0,0,0
ENSG00000175841,1,0,0,0,1,0
ENSG00000174173,1965,1533,1495,1628,1541,1639
ENSG00000081154,8830,6549,6783,7075,7790,7500
ENSG00000242299,166,128,187,137,172,160
ENSG00000289629,12,5,9,2,4,12
ENSG00000243396,0,0,0,0,2,0
ENSG00000252348,1,0,0,1,2,1
ENSG00000212319,0,0,0,0,0,0
ENSG00000201511,0,0,0,0,0,0
ENSG00000066422,3346,2468,2481,2390,2687,2718
ENSG00000201121,3,2,3,1,2,0
ENSG00000256628,314,233,205,259,246,212
ENSG00000114391,26310,22416,21333,23913,23879,22539
ENSG00000244119,135,124,110,74,125,121
ENSG00000182504,3376,2432,2368,2431,2481,2397
ENSG00000144815,3884,2810,3129,2818,3507,3258
ENSG00000249474,0,0,0,0,0,0
ENSG00000144802,1382,1141,1503,783,1150,1256
ENSG00000287682,1,0,0,0,1,0
ENSG00000214407,1,2,0,0,1,0
ENSG00000202177,0,0,0,0,1,0
ENSG00000241280,0,0,0,0,0,0
ENSG00000170044,10,1,10,9,7,8
ENSG00000241754,1,0,3,0,0,3
ENSG00000201065,0,0,0,0,0,0
ENSG00000201922,0,0,0,0,0,0
ENSG00000236691,0,0,0,0,0,0
ENSG00000265328,0,0,0,0,0,0
ENSG00000240107,0,0,0,0,1,0
ENSG00000243195,0,0,0,0,0,0
ENSG00000214405,0,0,0,0,0,0
ENSG00000243635,0,3,0,0,4,0
ENSG00000170017,37366,28490,24260,30119,29085,26944
ENSG00000114423,1912,1457,1314,1268,1656,1501
ENSG00000288848,12,5,7,11,4,3
ENSG00000287421,0,2,0,0,0,0
ENSG00000244652,0,0,0,0,0,0
ENSG00000286854,4,4,6,4,2,1
ENSG00000291293,5,3,1,2,9,3
ENSG00000200610,0,0,0,0,0,0
ENSG00000242759,251,197,186,194,204,155
ENSG00000288557,63,43,45,43,34,40
ENSG00000200361,0,0,0,0,0,0
ENSG00000239997,0,0,0,0,0,0
ENSG00000241787,0,0,0,0,1,0
ENSG00000239632,0,0,0,0,0,0
ENSG00000242214,0,0,1,0,0,0
ENSG00000242836,0,1,0,0,0,0
ENSG00000249580,0,0,0,0,1,0
ENSG00000243658,0,0,0,0,0,0
ENSG00000240034,0,0,0,0,0,0
ENSG00000250630,0,0,0,0,0,0
ENSG00000239586,0,0,0,0,0,0
ENSG00000240796,0,0,0,0,0,0
ENSG00000252626,0,0,0,0,0,0
ENSG00000286956,0,0,0,0,0,0
ENSG00000239455,6,8,7,7,7,8
ENSG00000243701,2715,1902,2101,1970,2122,2013
ENSG00000239828,13,3,7,2,4,8
ENSG00000241218,0,0,0,0,2,0
ENSG00000272597,1,0,3,1,3,2
ENSG00000138483,0,0,0,0,0,1
ENSG00000273125,3,2,3,3,5,4
ENSG00000114439,10316,7741,8124,7434,8436,7987
ENSG00000240423,0,3,0,0,0,0
ENSG00000241469,0,0,0,0,0,0
ENSG00000279277,16,15,14,15,13,9
ENSG00000196776,5803,4119,4102,4563,4803,4383
ENSG00000271856,0,0,0,0,0,1
ENSG00000114446,2383,2014,1862,2176,2086,1946
ENSG00000114455,0,0,0,0,0,0
ENSG00000243188,0,0,0,0,0,1
ENSG00000144821,196,215,159,182,131,138
ENSG00000241634,207,142,146,130,156,185
ENSG00000163507,5094,3808,3306,3976,3594,3368
ENSG00000202379,0,0,0,0,0,0
ENSG00000276763,0,0,0,0,0,0
ENSG00000198919,2821,2102,1937,2142,2291,2096
ENSG00000241777,0,0,0,0,0,0
ENSG00000163515,0,0,0,0,0,0
ENSG00000163519,0,0,0,0,0,0
ENSG00000138472,0,0,0,0,0,0
ENSG00000114487,1,0,0,0,0,1
ENSG00000221633,0,0,0,0,0,0
ENSG00000239314,1,0,0,0,0,0
ENSG00000241224,0,0,0,0,0,0
ENSG00000261364,0,0,0,0,0,0
ENSG00000214381,0,2,0,0,0,0
ENSG00000252889,0,0,0,0,0,0
ENSG00000239288,0,0,0,0,0,0
ENSG00000163530,0,0,0,0,0,0
ENSG00000277635,0,0,0,0,0,0
ENSG00000121570,3,0,0,0,0,0
ENSG00000289358,0,0,0,0,0,0
ENSG00000241257,0,0,0,0,0,0
ENSG00000244561,0,0,0,0,0,0
ENSG00000230618,0,1,0,0,0,0
ENSG00000228980,5,1,11,2,17,6
ENSG00000244196,0,0,0,0,1,0
ENSG00000265956,0,1,0,1,1,0
ENSG00000242029,3,1,3,2,2,4
ENSG00000271249,0,0,0,0,0,0
ENSG00000214380,1,1,1,0,0,0
ENSG00000243945,0,0,0,0,0,0
ENSG00000240895,0,0,0,0,0,0
ENSG00000221206,0,0,0,0,0,0
ENSG00000244722,2,0,1,0,2,1
ENSG00000201426,0,0,0,0,0,0
ENSG00000242242,57,34,73,54,72,84
ENSG00000289069,7,4,11,5,12,6
ENSG00000177707,3434,2468,3101,2484,3710,3562
ENSG00000153283,3,6,2,4,9,4
ENSG00000239311,0,0,0,0,0,0
ENSG00000244142,0,0,0,1,1,0
ENSG00000240787,1,2,1,0,2,1
ENSG00000177494,71,84,59,101,69,62
ENSG00000244720,0,0,0,1,0,0
ENSG00000240891,323,252,286,259,354,310
ENSG00000240766,0,0,1,0,0,0
ENSG00000144824,6245,3918,4963,3824,5712,5357
ENSG00000286492,0,0,1,1,1,1
ENSG00000144827,1866,1328,1384,1583,1660,1502
ENSG00000144834,29,37,26,40,23,21
ENSG00000239439,0,0,0,0,0,0
ENSG00000176040,3,1,3,4,4,2
ENSG00000114529,251,186,218,210,225,223
ENSG00000207940,0,1,0,0,1,0
ENSG00000174500,0,0,0,0,0,0
ENSG00000261488,0,0,0,0,0,0
ENSG00000172139,2,1,1,0,2,1
ENSG00000244144,0,0,0,0,0,0
ENSG00000239482,0,0,1,0,1,1
ENSG00000283669,0,0,1,0,0,0
ENSG00000091972,1196,847,1015,959,1162,1210
ENSG00000243081,0,0,0,0,0,0
ENSG00000186265,9,6,10,9,10,3
ENSG00000242525,3,1,0,0,2,3
ENSG00000279349,10,4,4,6,11,8
ENSG00000144848,4893,3632,3794,4039,4052,3807
ENSG00000138459,3176,2505,2552,2586,3149,3008
ENSG00000091986,50590,32344,43561,36640,60167,53170
ENSG00000242308,0,1,0,1,2,0
ENSG00000240893,0,0,0,0,0,0
ENSG00000242770,1,0,0,0,0,0
ENSG00000206531,0,0,0,0,0,0
ENSG00000289742,0,0,0,0,0,0
ENSG00000163606,8,18,9,0,7,6
ENSG00000272844,26,8,15,20,7,8
ENSG00000163607,1481,1150,1105,1190,1416,1223
ENSG00000163608,2526,1767,1935,1821,2181,2017
ENSG00000240057,30,29,54,33,70,65
ENSG00000243483,0,0,0,0,0,0
ENSG00000241219,0,0,0,0,0,0
ENSG00000243795,2,0,1,0,0,0
ENSG00000144857,168,131,164,144,208,190
ENSG00000288079,3,0,0,0,0,2
ENSG00000206530,536,355,449,300,533,498
ENSG00000240751,0,0,0,0,0,0
ENSG00000285943,31,19,30,14,18,25
ENSG00000243849,0,0,0,0,0,1
ENSG00000275670,1,0,0,0,0,0
ENSG00000163611,92,66,74,52,66,81
ENSG00000072858,1,1,3,1,2,0
ENSG00000239453,0,0,0,0,0,0
ENSG00000265253,0,0,0,0,0,0
ENSG00000241529,0,0,0,0,0,0
ENSG00000176542,1375,1025,1022,985,1201,990
ENSG00000121579,12228,9205,9917,9273,11090,10233
ENSG00000239280,13,13,15,12,15,12
ENSG00000114573,6080,4284,4805,4572,5623,5193
ENSG00000242659,0,0,1,1,0,2
ENSG00000178075,78,48,69,53,56,69
ENSG00000240776,12,15,11,12,21,20
ENSG00000241889,11,13,8,6,18,18
ENSG00000240375,0,0,0,0,0,0
ENSG00000273394,1,0,3,0,3,1
ENSG00000184307,373,259,351,234,401,378
ENSG00000163617,238,174,240,177,221,191
ENSG00000270880,0,0,0,0,1,0
ENSG00000287805,0,0,1,0,0,0
ENSG00000285836,0,0,0,0,0,0
ENSG00000151576,2139,1505,1545,1447,1671,1614
ENSG00000240912,0,0,0,0,0,0
ENSG00000151577,1,0,0,0,0,0
ENSG00000241490,0,1,0,1,1,0
ENSG00000240487,0,0,0,0,0,0
ENSG00000174255,0,0,1,3,1,4
ENSG00000181847,3,0,0,0,0,0
ENSG00000181722,775,847,823,488,803,652
ENSG00000259976,0,0,0,0,0,0
ENSG00000284134,0,0,0,0,0,0
ENSG00000241560,0,0,1,0,1,0
ENSG00000242290,3,1,1,5,1,0
ENSG00000241295,0,0,0,0,0,0
ENSG00000264623,0,0,1,0,0,0
ENSG00000239946,0,0,0,0,0,0
ENSG00000240002,0,0,0,0,0,0
ENSG00000242767,0,1,0,2,1,3
ENSG00000242880,9,6,6,5,3,1
ENSG00000288896,4,2,4,3,6,2
ENSG00000244157,0,0,1,0,0,0
ENSG00000287795,0,0,0,0,0,0
ENSG00000288074,1,0,0,0,4,1
ENSG00000172020,35,25,26,39,29,36
ENSG00000241596,0,0,0,0,0,0
ENSG00000289153,0,1,0,0,0,2
ENSG00000185565,111,84,59,95,63,48
ENSG00000243359,1,0,0,0,0,0
ENSG00000240922,0,0,1,0,2,0
ENSG00000241397,0,0,0,0,0,0
ENSG00000241156,0,0,0,0,0,0
ENSG00000198406,118,92,103,103,102,88
ENSG00000243197,0,0,0,0,0,0
ENSG00000278072,0,0,0,0,0,0
ENSG00000265433,0,0,0,0,0,0
ENSG00000274732,0,0,0,0,0,0
ENSG00000242385,0,0,0,0,0,0
ENSG00000200372,0,0,0,0,0,0
ENSG00000243014,10,11,11,13,7,3
ENSG00000206889,0,0,0,0,0,0
ENSG00000239268,6,8,1,3,2,4
ENSG00000240393,1,0,0,3,0,2
ENSG00000241213,2,1,0,0,2,0
ENSG00000242816,0,0,0,0,0,0
ENSG00000243276,0,0,0,0,0,0
ENSG00000286660,0,0,0,0,0,0
ENSG00000144847,20,12,24,18,20,20
ENSG00000239877,0,0,0,0,0,0
ENSG00000163424,0,0,0,0,0,0
ENSG00000251012,0,0,0,0,0,0
ENSG00000114638,0,1,0,3,2,1
ENSG00000121578,2216,1527,1795,1622,2171,1917
ENSG00000240254,0,0,0,0,0,0
ENSG00000031081,2896,2224,2152,2116,2493,2366
ENSG00000242829,19,6,7,8,5,13
ENSG00000241155,13,11,8,10,10,8
ENSG00000207310,0,0,0,0,0,0
ENSG00000176142,2454,1808,2243,1845,2754,2484
ENSG00000163389,1817,1280,1448,1403,1698,1722
ENSG00000272662,4,11,3,6,2,3
ENSG00000113845,4329,3349,3915,3706,4307,4019
ENSG00000121594,1,2,3,1,0,0
ENSG00000272967,1,0,1,0,0,0
ENSG00000144843,264,162,247,208,282,262
ENSG00000144837,1,0,3,0,1,3
ENSG00000242052,0,1,1,0,0,0
ENSG00000121577,47,24,38,31,40,46
