N_unmapped	1018926	1018926	1018926
N_multimapping	10347819	10347819	10347819
N_noFeature	11290579	88435918	12235826
N_ambiguous	4039239	95305	1403101
DDX11L1	0	0	0
WASH7P	304	0	304
MIR6859-1	0	0	0
MIR1302-2HG	3	3	0
MIR1302-2	0	0	0
FAM138A	0	0	0
OR4F5	0	0	0
LOC124903816	3	3	0
LOC124900384	43	0	43
LOC729737	820	0	820
LOC124903814	0	0	0
DDX11L17	2	0	2
WASH9P	329	0	329
MIR6859-2	0	0	0
LOC127239154	236	8	228
LOC124903815	2	2	0
LOC124900618	1	0	1
LOC112268260	0	0	0
OR4F29	0	0	0
LOC100132287	43	0	43
LOC124904706	3	0	3
LOC105378947	3	0	3
LOC101928626	0	0	0
MIR12136	238	234	4
OR4F16	0	0	0
LOC100288069	204	4	202
LINC01409	79	18	61
LOC124903817	85	72	13
FAM87B	65	14	51
LINC00115	56	7	52
LINC01128	7607	79	7531
LOC107984850	116	4	116
FAM41C	139	22	121
LOC284600	4396	2433	4688
LINC02593	684	509	1826
LOC107985728	1331	325	2097
SAMD11	5122	1272	6495
NOC2L	8491	1479	9638
KLHL17	3046	5	3041
PLEKHN1	57	6	76
PERM1	4	24	5
HES4	1027	15	1012
ISG15	110	11	99
AGRN	30554	41	30513
LOC100288175	495	73	582
LOC105378948	146	194	112
RNF223	11	8	3
C1orf159	1439	16	1423
LOC124903819	114	2	112
LOC124903820	5	5	0
LINC01342	5	0	5
LOC124903818	34	22	14
MIR200B	0	0	0
MIR200A	0	0	0
MIR429	0	0	0
TTLL10-AS1	33	3	37
TTLL10	15	8	14
TNFRSF18	1	0	1
TNFRSF4	4	0	4
SDF4	5709	12	5698
B3GALT6	3611	12	3600
C1QTNF12	109	46	63
UBE2J2	3677	131	3546
LINC01786	806	19	787
SCNN1D	1588	4	1584
ACAP3	17017	29	16989
MIR6726	0	0	0
SNORD167	62	0	62
PUSL1	527	149	587
INTS11	6201	1100	5309
MIR6727	1	0	1
CPTP	2269	49	2220
TAS1R3	249	104	203
DVL1	6151	24	6187
MIR6808	0	0	0
MXRA8	1172	656	516
AURKAIP1	4065	16	4049
CCNL2	14331	150	14181
MRPL20-AS1	1785	619	1902
MRPL20	2308	200	2843
MRPL20-DT	653	17	637
ANKRD65	188	7	182
ANKRD65-AS1	65	50	16
TMEM88B	124	36	90
LINC01770	35	15	45
LOC107985729	14	23	14
VWA1	2139	18	2121
ATAD3C	145	21	124
ATAD3B	2490	98	2392
ATAD3A	1287	118	1174
TMEM240	540	1	544
SSU72	7305	91	7214
FNDC10	3355	11	3464
LOC105378586	343	122	341
MIB2	3283	2253	4812
LOC124903821	270	3972	80
MMP23B	25	0	25
CDK11B	2619	114	2505
SLC35E2B	14072	243	13830
MMP23A	7	0	7
CDK11A	1278	50	1228
SLC35E2A	5504	101	5413
LOC112268218	13	217	13
NADK	4116	24	4297
GNB1	103347	208	103140
GNB1-DT	135	13	123
LOC124903822	61	5	56
CALML6	8	0	8
TMEM52	292	4	288
CFAP74	118	13	107
LOC107984872	16	2	16
LOC105378589	217	51	166
GABRD	994	12	983
LOC105378590	0	0	0
PRKCZ	5920	677	8490
PRKCZ-DT	1	0	1
PRKCZ-AS1	420	139	324
FAAP20	1823	2752	2690
LOC112268219	464	804	71
LOC105378593	0	0	4
LOC124903823	7	7	7
SKI	5921	164	5757
LOC124903824	101	6	95
MORN1	398	23	375
LOC100129534	198	4	194
RER1	3355	651	5875
PEX10	648	2550	1269
PLCH2	54	3	51
PANK4	0	0	0
HES5	0	0	0
TNFRSF14-AS1	0	0	0
TNFRSF14	0	0	0
LOC100996583	0	0	0
PRXL2B	0	0	0
MMEL1	1	0	1
MMEL1-AS1	0	0	0
TTC34	9	0	9
LOC105378602	0	0	0
LOC105378601	0	0	0
LOC112268220	0	0	0
LOC107985732	0	0	0
LOC105378600	0	0	0
LOC105378598	0	0	0
LOC107984904	0	0	0
LOC105378599	0	0	0
LOC124903825	0	0	0
LOC124903826	0	0	0
ACTRT2	2	0	2
LOC124903827	44	4	40
PRDM16-DT	0	0	0
PRDM16	124	27	97
MIR4251	2	2	0
LOC105378606	1	1	0
LOC107984909	10	0	10
LOC105378605	4	1	3
LOC124903828	85	30	55
LOC105378604	15	3	12
ARHGEF16	750	6	744
